category,taxonomyRank,rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,categoryOverview,categoryLimitations,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy,sourceQueries,importanceReasons
Foundation Models and Large Language Models,415,697,97,97,2026,SkillX: Automatically Constructing Skill Knowledge Bases for Agents,"Chenxi Wang, Zhuoyun Yu, Xinghong Xie, Wuguannan Yao, Runnan Fang, Shuofei Qiao, Kexin Cao, Guozhou Zheng, et al.",arXiv.org,2026-04-06,29,2,97.207,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",reinforcement-learning,foundation-models; nlp; reinforcement-learning,"ce is critical for building capable large language model (LLM) agents, yet prevailing self-evolving paradigms remain inefficient: agents learn in isolation, repeatedly rediscover similar behaviors from limited experience, resulting in redundant exploration and poor generalization.",selected by citation count from the audited AI candidate pool,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2604.04804,https://www.semanticscholar.org/paper/24566e0b5989b1b32951ff9a10b6d6b0162683f5,,10.48550/arXiv.2604.04804,2604.04804,,Computer Science,large language models,citations=29; influential=2; resource signal; open PDF metadata; AI term matches=3
Foundation Models and Large Language Models,416,698,98,98,2026,How does organizational AI adoption affect employees’ job crafting behaviors? An approach-avoidance perspective,"Qi Liu, Qing Tian, Xin Li, Hongjuan Tan",Frontiers in Psychology,2026-01-09,29,1,94.53,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",survey/review; transformer,foundation-models,Introduction Artificial intelligence (AI) technology has significantly changed human work.,selected by citation count from the audited AI candidate pool,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.3389/fpsyg.2025.1690238,https://www.semanticscholar.org/paper/d6a86ca0e779ca8200c59a62699f4d5405609048,,10.3389/fpsyg.2025.1690238,,41583749,Business; Computer Science; Medicine; Psychology,artificial intelligence,citations=29; influential=1; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=2
Foundation Models and Large Language Models,417,700,100,100,2026,SlowFocus: Enhancing Fine-grained Temporal Understanding in Video LLM,"Ming Nie, Dan Ding, Chunwei Wang, Yuanfan Guo, Jianhua Han, Hang Xu, Li Zhang",Neural Information Processing Systems,2026-02-03,29,0,88.826,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",benchmark/dataset; transformer,foundation-models; nlp; vision,"Large language models (LLMs) have demonstrated exceptional capabilities in text understanding, which has paved the way for their expansion into video LLMs (Vid-LLMs) to analyze video data.",selected by citation count from the audited AI candidate pool,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2602.03589,https://www.semanticscholar.org/paper/e6810bcf0abfd5d559aa8c6664992ed1dd6c0138,,10.48550/arXiv.2602.03589,2602.03589,,Computer Science,large language models,citations=29; influential=0; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=3
General AI Methods and Systems,1,33,8,8,2021,Physics-informed machine learning,"G. Karniadakis, I. Kevrekidis, Lu Lu, P. Perdikaris, Sifan Wang, Liu Yang",Nature Reviews Physics,2021-05-24,6974,186,283.937,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",metadata-ranked,foundation-models,Positions Physics-informed machine learning within General AI Methods and Systems.,"high citation signal (6,974); influential citation signal (186); recognized venue; open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1038/s42254-021-00314-5,https://www.semanticscholar.org/paper/53c9f3c34d8481adaf24df3b25581ccf1bc53f5c,https://www.osti.gov/biblio/2282016,10.1038/s42254-021-00314-5,,,Computer Science; Physics,deep learning; machine learning,citations=6974; influential=186; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2
General AI Methods and Systems,2,114,29,29,2021,A review on the attention mechanism of deep learning,"Zhaoyang Niu, G. Zhong, Hui Yu",Neurocomputing,2021-04-01,3013,35,235.412,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",survey/review; transformer,foundation-models,Positions A review on the attention mechanism of deep learning within General AI Methods and Systems.,"high citation signal (3,013); influential citation signal (35)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/J.NEUCOM.2021.03.091,https://www.semanticscholar.org/paper/a56bf7ee9a56d8f84079684339a953c2df9ce76b,,10.1016/J.NEUCOM.2021.03.091,,,Computer Science,deep learning,citations=3013; influential=35; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1
General AI Methods and Systems,3,135,30,30,2020,International evaluation of an AI system for breast cancer screening,"S. McKinney, Marcin Sieniek, Varun Godbole, Jonathan Godwin, Natasha Antropova, H. Ashrafian, T. Back, Mary Chesus, et al.",Nature,2020-01-01,2665,103,252.565,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",metadata-ranked,foundation-models,Positions International evaluation of an AI system for breast cancer screening within General AI Methods and Systems.,"high citation signal (2,665); influential citation signal (103); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1038/s41586-019-1799-6,https://www.semanticscholar.org/paper/acb0b04bf282a5a04bd2ca050d8be3dec78a4668,,10.1038/s41586-019-1799-6,,31894144,Computer Science; Medicine,artificial intelligence,citations=2665; influential=103; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1
General AI Methods and Systems,4,164,32,32,2022,AI in health and medicine,"P. Rajpurkar, E. Chen, Oishi Banerjee, E. Topol",Nature Medicine,2022-01-01,2308,41,236.708,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",metadata-ranked,foundation-models,Positions AI in health and medicine within General AI Methods and Systems.,"high citation signal (2,308); influential citation signal (41); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1038/s41591-021-01614-0,https://www.semanticscholar.org/paper/5d6f8b7dbe3909869f2821e50ab0f9e9623f32e2,,10.1038/s41591-021-01614-0,,35058619,Computer Science; Medicine,artificial intelligence,citations=2308; influential=41; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1
General AI Methods and Systems,5,198,56,56,2020,Human Trust in Artificial Intelligence: Review of Empirical Research,"Ella Glikson, A. Woolley",The Academy of Management Annals,2020-07-01,2037,141,247.016,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",survey/review,foundation-models,Artificial intelligence (AI) characterizes a new generation of technologies capable of interacting with the environment and aiming to simulate human intelligence.,"high citation signal (2,037); influential citation signal (141)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.5465/annals.2018.0057,https://www.semanticscholar.org/paper/ef0c62ff070a476f216fe478cc190c773f12a1f6,,10.5465/annals.2018.0057,,,Business; Computer Science; Psychology,artificial intelligence,citations=2037; influential=141; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=2
General AI Methods and Systems,6,209,61,61,2020,Simple and Deep Graph Convolutional Networks,"Ming Chen, Zhewei Wei, Zengfeng Huang, Bolin Ding, Yaliang Li",International Conference on Machine Learning,2020-07-04,1969,341,264.575,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",metadata-ranked,foundation-models,Graph convolutional networks (GCNs) are a powerful deep learning approach for graph-structured data.,"high citation signal (1,969); influential citation signal (341); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/1d81e7f428fea2b2e15ee3a96fe843ca603acc4c,https://www.semanticscholar.org/paper/1d81e7f428fea2b2e15ee3a96fe843ca603acc4c,,,2007.02133,,Computer Science; Mathematics,deep learning,citations=1969; influential=341; recognized venue; resource signal; open PDF metadata; AI term matches=2
General AI Methods and Systems,7,214,64,64,2020,Time-series forecasting with deep learning: a survey,"Bryan Lim, Stefan Zohren",Philosophical Transactions of the Royal Society A,2020-04-28,1931,39,231.103,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",survey/review,foundation-models,Numerous deep learning architectures have been developed to accommodate the diversity of time-series datasets across different domains.,"high citation signal (1,931); influential citation signal (39); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1098/rsta.2020.0209,https://www.semanticscholar.org/paper/02d49b4dbaf8c093034918a76648fea53961753d,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2020.0209,10.1098/rsta.2020.0209,2004.13408,33583273,Computer Science; Mathematics; Medicine,deep learning; machine learning,citations=1931; influential=39; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=3; query hits=2
General AI Methods and Systems,8,247,47,47,2021,Machine learning and deep learning,"Christian Janiesch, Patrick Zschech, K. Heinrich",Electronic Markets,2021-04-08,1769,25,222.146,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",metadata-ranked,foundation-models,"Today, intelligent systems that offer artificial intelligence capabilities often rely on machine learning.","high citation signal (1,769); influential citation signal (25); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/s12525-021-00475-2,https://www.semanticscholar.org/paper/a0f303b6e22ef52943355993f57d65938997066a,https://link.springer.com/content/pdf/10.1007/s12525-021-00475-2.pdf,10.1007/s12525-021-00475-2,2104.05314,,Computer Science,artificial intelligence; deep learning; machine learning,citations=1769; influential=25; open PDF metadata; title AI matches=2; AI term matches=4; query hits=3
General AI Methods and Systems,9,262,78,78,2020,A review on the long short-term memory model,"G. V. Houdt, Carlos Mosquera, Gonzalo Nápoles",Artificial Intelligence Review,2020-05-13,1704,30,230.785,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",survey/review,foundation-models,Positions A review on the long short-term memory model within General AI Methods and Systems.,"high citation signal (1,704); influential citation signal (30); recognized venue; open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/s10462-020-09838-1,https://www.semanticscholar.org/paper/ee5878b0ac61f0725a7422f19926a3f5532902d7,https://documentserver.uhasselt.be//bitstream/1942/31139/3/A_review_on_the_Long_short_term_memory_model.pdf,10.1007/s10462-020-09838-1,,,Computer Science,deep learning; machine learning,citations=1704; influential=30; recognized venue; survey/benchmark signal; open PDF metadata; AI term matches=1; query hits=2
General AI Methods and Systems,10,267,80,80,2020,Artificial Intelligence and Management: The Automation–Augmentation Paradox,"Sebastian Raisch, Sebastian Krakowski",Academy of Management Review,2020-02-11,1675,96,237.378,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",survey/review,foundation-models,"Taking three recent business books on artificial intelligence (AI) as a starting point, we explore the automation and augmentation concepts in the management domain.","high citation signal (1,675); influential citation signal (96); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.5465/2018.0072,https://www.semanticscholar.org/paper/9c145390e6073c96e89cf03d3df3b559f0bb0496,https://zenodo.org/records/8338404/files/RaischKrakowski_AMR_inpress.pdf,10.5465/2018.0072,,,Business; Computer Science,artificial intelligence,citations=1675; influential=96; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=2
General AI Methods and Systems,11,271,67,67,2023,Scientific discovery in the age of artificial intelligence,"Hanchen Wang, Tianfan Fu, Yuanqi Du, Wenhao Gao, Kexin Huang, Ziming Liu, P. Chandak, Shengchao Liu, et al.",Nature,2023-08-01,1666,18,221.435,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",metadata-ranked,foundation-models,Positions Scientific discovery in the age of artificial intelligence within General AI Methods and Systems.,"high citation signal (1,666); influential citation signal (18); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1038/s41586-023-06221-2,https://www.semanticscholar.org/paper/f08060425aa8a212d74185ee23a08329b89abcd2,,10.1038/s41586-023-06221-2,,37532811,Computer Science; Medicine,artificial intelligence; deep learning; foundation models,citations=1666; influential=18; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3
General AI Methods and Systems,12,275,48,48,2022,Fast Inference from Transformers via Speculative Decoding,"Yaniv Leviathan, Matan Kalman, Yossi Matias",International Conference on Machine Learning,2022-11-30,1647,279,256.848,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",metadata-ranked,foundation-models,Inference from large autoregressive models like Transformers is slow - decoding K tokens takes K serial runs of the model.,"high citation signal (1,647); influential citation signal (279); recognized venue; open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.48550/arXiv.2211.17192,https://www.semanticscholar.org/paper/d8e9f8c8a37cb4cd26b92ad0d942d641cd512644,http://arxiv.org/pdf/2211.17192,10.48550/arXiv.2211.17192,2211.17192,,Computer Science,large language models,citations=1647; influential=279; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2
General AI Methods and Systems,13,354,99,99,2020,Crop yield prediction using machine learning: A systematic literature review,"Thomas van Klompenburg, A. Kassahun, C. Catal",Computers and Electronics in Agriculture,2020-10-01,1416,26,218.78,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",survey/review,foundation-models,"Machine learning is an important decision support tool for crop yield prediction, including supporting decisions on what crops to grow and what to do during the growing season of the crops.","high citation signal (1,416); influential citation signal (26); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.compag.2020.105709,https://www.semanticscholar.org/paper/f6d918d1c9b7bb1e45b9ca750bd9618bf8ef4ad7,https://doi.org/10.1016/j.compag.2020.105709,10.1016/j.compag.2020.105709,,,Agricultural and Food Sciences; Computer Science,deep learning; machine learning,citations=1416; influential=26; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=3; query hits=2
General AI Methods and Systems,14,422,74,74,2022,"CheckM2: a rapid, scalable and accurate tool for assessing microbial genome quality using machine learning","Alex Chklovski, Donovan H. Parks, B. Woodcroft, G. Tyson",bioRxiv,2022-07-11,1134,282,237.793,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",metadata-ranked,foundation-models,"Positions CheckM2: a rapid, scalable and accurate tool for assessing microbial genome quality using machine learning within General AI Methods and Systems.","high citation signal (1,134); influential citation signal (282); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1038/s41592-023-01940-w,https://www.semanticscholar.org/paper/78cfbe4203ede2d1f3437fbd91266823ac18cf07,https://doi.org/10.1101/2022.07.11.499243,10.1038/s41592-023-01940-w,,37500759,Biology; Computer Science; Environmental Science; Medicine,machine learning,citations=1134; influential=282; open PDF metadata; title AI matches=1; AI term matches=1
General AI Methods and Systems,15,490,70,70,2024,"Artificial intelligence, firm growth, and product innovation","T. Babina, A. Fedyk, A. He, James Hodson",Journal of Financial Economics,2024-01-01,783,21,194.892,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",metadata-ranked,foundation-models,We study the use and economic impact of AI technologies among U.S.,high citation signal (783); influential citation signal (21); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.jfineco.2023.103745,https://www.semanticscholar.org/paper/de0cd1cb27ab7a8774b61cb0ee7d6795cb99c690,https://doi.org/10.1016/j.jfineco.2023.103745,10.1016/j.jfineco.2023.103745,,,Business; Computer Science; Economics,artificial intelligence,citations=783; influential=21; open PDF metadata; title AI matches=1; AI term matches=2
General AI Methods and Systems,16,496,75,75,2024,Artificial intelligence in education: A systematic literature review,"Shan Wang, Fang Wang, Zhenzhou Zhu, Jingxuan Wang, T. Tran, Zhao Du",Expert systems with applications,2024-10-01,755,45,208.418,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",survey/review,foundation-models,Positions Artificial intelligence in education: A systematic literature review within General AI Methods and Systems.,high citation signal (755); influential citation signal (45); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.eswa.2024.124167,https://www.semanticscholar.org/paper/a21ab8824cdba6f16324e93efc15551445ed34b6,https://doi.org/10.1016/j.eswa.2024.124167,10.1016/j.eswa.2024.124167,,,Computer Science; Education,artificial intelligence,citations=755; influential=45; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1
General AI Methods and Systems,17,595,2,2,2026,Ethics and Governance of Artificial Intelligence,"Manjeet Rege, H. K.",,2026-04-10,289,30,176.813,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",metadata-ranked,foundation-models,Positions Ethics and Governance of Artificial Intelligence within General AI Methods and Systems.,high citation signal (289); influential citation signal (30),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1201/9781003629498,https://www.semanticscholar.org/paper/62dd09fa8b27dd3c1f59406c1f872f35bfa267a5,,10.1201/9781003629498,,,Computer Science; Philosophy,artificial intelligence,citations=289; influential=30; open PDF metadata; title AI matches=1; AI term matches=1
General AI Methods and Systems,18,629,29,29,2026,A hybrid WPD–SSA machine learning transformer for modeling nonlinear dynamics of flow systems,"A. Azma, Yakun Liu, S. Rezania",Journal of Water Process Engineering,2026-02-01,61,0,97.797,"General AI methods consolidate architectures, benchmarks, surveys, datasets, and system-level observations that cut across subfields. This category often captures high-citation survey or infrastructure work that shapes how later papers define progress. Citation-ranked views can be especially useful here, but they should be read as a map of influence rather than a complete quality assessment.","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields. Broad claims need careful mapping to specific tasks, datasets, and operational constraints. Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",transformer,foundation-models,Positions A hybrid WPD–SSA machine learning transformer for modeling nonlinear dynamics of flow systems within General AI Methods and Systems.,selected by citation count from the audited AI candidate pool,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.jwpe.2026.109448,https://www.semanticscholar.org/paper/c1d5c960fce38d194e2cf1813c5504ac6aa62ff4,,10.1016/j.jwpe.2026.109448,,,Computer Science; Engineering,machine learning,citations=61; influential=0; open PDF metadata; title AI matches=2; AI term matches=2
