candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
470,2002,RBF neural network center selection based on Fisher ratio class separability measure,K. Mao,IEEE Trans. Neural Networks,2002-09-01,144,9,146.724,General AI Methods and Systems,metadata-ranked,machine-learning,Positions RBF neural network center selection based on Fisher ratio class separability measure within General AI Methods and Systems.,high citation signal (144),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/TNN.2002.1031953,https://www.semanticscholar.org/paper/c7ea30773efaa107286a7115bd48191f1d031b45,,10.1109/TNN.2002.1031953,,18244518,2907777,Computer Science; Mathematics; Medicine,JournalArticle,neural networks,1,citations=144; influential=9; open PDF metadata; title AI matches=1; AI term matches=2,
471,2002,Deterministic convergence of an online gradient method for neural networks,"Wei Wu, Yuesheng Xu",,2002-07-01,144,5,141.573,General AI Methods and Systems,metadata-ranked,machine-learning,The online gradient method has been widely used as a learning algorithm for neural networks.,high citation signal (144); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0377-0427(01)00571-4,https://www.semanticscholar.org/paper/e3d8c2824c53b5e32431bd671cebf9b784f1bf21,https://doi.org/10.1016/s0377-0427(01)00571-4,10.1016/S0377-0427(01)00571-4,,,15234027,Computer Science; Mathematics,,neural networks,1,citations=144; influential=5; open PDF metadata; title AI matches=2; AI term matches=2,"The online gradient method has been widely used as a learning algorithm for neural networks. We establish a deterministic convergence of online gradient methods for the training of a class of nonlinear feedforward neural networks when the training examples are linearly independent. We choose the learning rate η to be a constant during the training procedure. The monotonicity of the error function in the iteration is proved. A criterion for choosing the learning rate η is also provided to guarantee the convergence. Under certain conditions similar to those for the classical gradient methods, an optimal convergence rate for our online gradient methods is proved."
472,2002,A neural network model to predict the wastewater inflow incorporating rainfall events.,"A. G. el-Din, Daniel W. Smith",Water Research,2002-03-01,144,1,123.192,General AI Methods and Systems,metadata-ranked,machine-learning,Positions A neural network model to predict the wastewater inflow incorporating rainfall events. within General AI Methods and Systems.,high citation signal (144),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0043-1354(01)00287-1,https://www.semanticscholar.org/paper/7190469b837538738c764e7c2fda2a7dff6ecc34,,10.1016/S0043-1354(01)00287-1,,11902768,39942729,Engineering; Environmental Science; Medicine,JournalArticle,neural networks,1,citations=144; influential=1; open PDF metadata; title AI matches=1; AI term matches=1,
473,2002,Multicenter evaluation of an artificial neural network to increase the prostate cancer detection rate and reduce unnecessary biopsies.,"C. Stephan, H. Cammann, A. Semjonow, E. Diamandis, L. F. Wymenga, M. Lein, P. Sinha, S. Loening, et al.",Clinical Chemistry,2002-08-01,143,10,149.906,"AI for Science, Healthcare, and Robotics",ai4science,machine-learning; ai4science,"Positions Multicenter evaluation of an artificial neural network to increase the prostate cancer detection rate and reduce unnecessary biopsies. within AI for Science, Healthcare, and Robotics.",high citation signal (143); influential citation signal (10); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1093/CLINCHEM/48.8.1279,https://www.semanticscholar.org/paper/95078a41fa1bfc6499a734674c2d776c6312ac40,https://academic.oup.com/clinchem/article-pdf/48/8/1279/31949877/clinchem1279.pdf,10.1093/CLINCHEM/48.8.1279,,12142385,14077725,Medicine,Study; JournalArticle,neural networks,1,citations=143; influential=10; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=1,
474,2002,All That Glitters is Not Gold: Digging Beneath the Surface of Data Mining,"A. Danna, O. Gandy",,2002-11-01,143,7,142.448,General AI Methods and Systems,metadata-ranked,machine-learning,Positions All That Glitters is Not Gold: Digging Beneath the Surface of Data Mining within General AI Methods and Systems.,high citation signal (143),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1023/A:1020845814009,https://www.semanticscholar.org/paper/59cb9baed12410bd989e627f5795670d73d5eaf7,,10.1023/A:1020845814009,,,13999627,Business; Computer Science; Economics,,data mining,1,citations=143; influential=7; open PDF metadata; title AI matches=1; AI term matches=1,
475,2002,Mammography Classification By an Association Rule-based Classifier,"Osmar R Zaiane, M. Antonie, Alexandru Coman",MDM/KDD,2002-07-23,142,3,142.591,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Mammography Classification By an Association Rule-based Classifier within General AI Methods and Systems.,high citation signal (142); recognized venue,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/4e01d267ce8e5a7dbc270918c7d111f247c6b6ee,https://www.semanticscholar.org/paper/4e01d267ce8e5a7dbc270918c7d111f247c6b6ee,,,,,17656598,Computer Science; Medicine,JournalArticle,data mining,1,citations=142; influential=3; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
476,2002,Advanced controlling of anaerobic digestion by means of hierarchical neural networks.,"P. Holubar, L. Zani, M. Hager, W. Fröschl, Z. Radak, R. Braun",Water Research,2002-05-01,141,7,145.14,Reinforcement Learning and Agents,metadata-ranked,reinforcement-learning,Positions Advanced controlling of anaerobic digestion by means of hierarchical neural networks. within Reinforcement Learning and Agents.,high citation signal (141),"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1016/S0043-1354(01)00487-0,https://www.semanticscholar.org/paper/dccd71c161d4c1a7dd2ba716528c3c1ebae697b5,,10.1016/S0043-1354(01)00487-0,,12153025,27455793,Chemistry; Computer Science; Engineering; Environmental Science; Medicine,JournalArticle,neural networks,1,citations=141; influential=7; open PDF metadata; title AI matches=2; AI term matches=2,
477,2002,A spatial-temporal approach for video caption detection and recognition,"Xiaoou Tang, Xinbo Gao, Jianzhuang Liu, HongJiang Zhang",IEEE Trans. Neural Networks,2002-07-01,141,7,141.14,Vision and Multimodal Learning,metadata-ranked,vision,Positions A spatial-temporal approach for video caption detection and recognition within Vision and Multimodal Learning.,high citation signal (141); open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/TNN.2002.1021896,https://www.semanticscholar.org/paper/1697bfbb2c701fba6032d63309a904d21b4f0d09,http://mmlab.ie.cuhk.edu.hk/2002/NN02_Video.pdf,10.1109/TNN.2002.1021896,,18244491,15021030,Computer Science; Medicine,JournalArticle,neural networks,1,citations=141; influential=7; open PDF metadata; AI term matches=2,
478,2002,Iris recognition using self-organizing neural network,"Lye Wil Liam, A. Chekima, Liau Chung Fan, J. Dargham",Student Conference on Research and Development,2002-11-07,141,5,140.113,Generative Models and Synthetic Media,metadata-ranked,machine-learning,Positions Iris recognition using self-organizing neural network within Generative Models and Synthetic Media.,high citation signal (141),"Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://doi.org/10.1109/SCORED.2002.1033084,https://www.semanticscholar.org/paper/d333a45e47e4c7267700e91e68a506df05ff7d8e,,10.1109/SCORED.2002.1033084,,,110748118,Computer Science; Engineering,Conference,neural networks; pattern recognition,2,citations=141; influential=5; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
479,2002,A computationally efficient approach to indoor/outdoor scene classification,"Navid Serrano, Andreas Savakis, Jiebo Luo",Object recognition supported by user interaction for service robots,2002-08-11,140,13,149.82,Reinforcement Learning and Agents,metadata-ranked,machine-learning,Positions A computationally efficient approach to indoor/outdoor scene classification within Reinforcement Learning and Agents.,high citation signal (140); influential citation signal (13),"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1109/ICPR.2002.1047420,https://www.semanticscholar.org/paper/44ff86fa1b96496d3f91bbb132e6a1dc4305e9d6,,10.1109/ICPR.2002.1047420,,,1555933,Computer Science; Engineering,JournalArticle,support vector machines,1,citations=140; influential=13; open PDF metadata; title AI matches=1; AI term matches=1,
480,2002,Globally exponential stability conditions for cellular neural networks with time-varying delays,"Dongming Zhou, Jinde Cao",Applied Mathematics and Computation,2002-09-01,140,5,140.957,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Globally exponential stability conditions for cellular neural networks with time-varying delays within General AI Methods and Systems.,high citation signal (140),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0096-3003(01)00162-X,https://www.semanticscholar.org/paper/02073aee26ca9a1dfefe530462f89bc48190be54,,10.1016/S0096-3003(01)00162-X,,,20709146,Computer Science; Mathematics,JournalArticle,neural networks,1,citations=140; influential=5; open PDF metadata; title AI matches=2; AI term matches=2,
481,2002,Comparison of fuzzy-wavelet radial basis function neural network freeway incident detection model with California algorithm,"Asim Karim, H. Adeli",,,140,1,122.577,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Comparison of fuzzy-wavelet radial basis function neural network freeway incident detection model with California algorithm within General AI Methods and Systems.,high citation signal (140),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1061/(ASCE)0733-947X(2002)128:1(21),https://www.semanticscholar.org/paper/971ae7d545259a09e8f0e5ccd468b1fe3d11335f,,10.1061/(ASCE)0733-947X(2002)128:1(21),,,15179110,Computer Science; Engineering,,neural networks,1,citations=140; influential=1; open PDF metadata; title AI matches=1; AI term matches=1,
482,2002,Data Mining in Social Networks,David D. Jensen,,,139,6,141.959,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Data Mining in Social Networks within General AI Methods and Systems.,high citation signal (139),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/5498cc0ca1fd655d4d68c11b949b9df2ebd5fe44,https://www.semanticscholar.org/paper/5498cc0ca1fd655d4d68c11b949b9df2ebd5fe44,,,,,13349192,Computer Science; Sociology,,data mining; machine learning,2,citations=139; influential=6; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
483,2002,Artificial Neural Networks in Medical Diagnosis,Y. Fukuoka,,,139,4,138.248,"AI for Science, Healthcare, and Robotics",ai4science,ai4science,"Positions Artificial Neural Networks in Medical Diagnosis within AI for Science, Healthcare, and Robotics.",high citation signal (139),"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1007/978-3-7908-1788-1_8,https://www.semanticscholar.org/paper/7889893f3b39411f3675a60e85ad029a115bafdb,,10.1007/978-3-7908-1788-1_8,,,59093612,Computer Science; Medicine,Review,neural networks,1,citations=139; influential=4; open PDF metadata; title AI matches=2; AI term matches=2,
484,2002,Prediction of Glass Transition Temperatures from Monomer and Repeat Unit Structure Using Computational Neural Networks,"B. Mattioni, P. Jurs",Journal of chemical information and computer sciences,2002-02-16,139,3,145.124,"AI for Science, Healthcare, and Robotics",metadata-ranked,ai4science,"Positions Prediction of Glass Transition Temperatures from Monomer and Repeat Unit Structure Using Computational Neural Networks within AI for Science, Healthcare, and Robotics.",high citation signal (139); recognized venue,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1021/ci010062o,https://www.semanticscholar.org/paper/cd6ffc3c052f45fca1d63988f1277e5ed8906404,,10.1021/ci010062o,,11911692,42004236,Chemistry; Computer Science; Materials Science; Medicine,JournalArticle,neural networks,1,citations=139; influential=3; recognized venue; open PDF metadata; title AI matches=2; AI term matches=2,
485,2002,A neural network based approach for product form design,"Shih-Wen Hsiao, H. Huang",,,139,1,122.42,General AI Methods and Systems,metadata-ranked,machine-learning,Positions A neural network based approach for product form design within General AI Methods and Systems.,high citation signal (139),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0142-694X(01)00015-1,https://www.semanticscholar.org/paper/e9b49004dd89b4cac327d770b2f6af5bddc9cb75,,10.1016/S0142-694X(01)00015-1,,,62717675,Computer Science; Engineering,,neural networks,1,citations=139; influential=1; open PDF metadata; title AI matches=1; AI term matches=1,
486,2002,"The merging of neural networks, fuzzy logic, and genetic algorithms",A. Shapiro,,2002-08-20,138,6,142.801,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions The merging of neural networks, fuzzy logic, and genetic algorithms within General AI Methods and Systems.",high citation signal (138),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0167-6687(02)00124-5,https://www.semanticscholar.org/paper/8d4a901520a7aa1b73ec72f4a292a3380a38c005,,10.1016/S0167-6687(02)00124-5,,,121485674,Computer Science; Mathematics,Review,neural networks,1,citations=138; influential=6; open PDF metadata; title AI matches=2; AI term matches=2,
487,2002,Global exponential stability and periodic solutions of recurrent neural networks with delays,"Huan He, Jinde Caoa, J. Wangb",,2002-06-17,138,4,138.091,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Global exponential stability and periodic solutions of recurrent neural networks with delays within General AI Methods and Systems.,high citation signal (138),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0375-9601(02)00537-6,https://www.semanticscholar.org/paper/3ca9aac9ccde5b964835aeff2c58f6e3e05d77dc,,10.1016/S0375-9601(02)00537-6,,,14998831,Computer Science; Physics,,neural networks,1,citations=138; influential=4; open PDF metadata; title AI matches=2; AI term matches=2,
488,2002,Communication channel equalization using complex-valued minimal radial basis function neural networks,"Jianping Deng, N. Sundararajan, P. Saratchandran",IEEE Trans. Neural Networks,2002-05-01,138,3,134.967,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Communication channel equalization using complex-valued minimal radial basis function neural networks within General AI Methods and Systems.,high citation signal (138),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/TNN.2002.1000133,https://www.semanticscholar.org/paper/daba60cbcaaecdd494512fb7e7265f351ff89146,,10.1109/TNN.2002.1000133,,18244465,16517570,Computer Science; Engineering; Medicine,JournalArticle,neural networks,1,citations=138; influential=3; open PDF metadata; title AI matches=2; AI term matches=2,
489,2002,The role of feature selection in artificial neural network applications,"T. Kavzoglu, P. Mather",,2002-01-01,137,8,143.161,General AI Methods and Systems,metadata-ranked,machine-learning,Positions The role of feature selection in artificial neural network applications within General AI Methods and Systems.,high citation signal (137),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1080/01431160110107743,https://www.semanticscholar.org/paper/0903f38a85b33ed5e24cdfac940cb469b856690c,,10.1080/01431160110107743,,,58043922,Computer Science,,neural networks,1,citations=137; influential=8; open PDF metadata; title AI matches=1; AI term matches=1,
490,2002,Visual Data Mining: Techniques and Tools for Data Visualization and Mining,"Tomao Soukup, I. Davidson",,2002-05-30,137,7,141.512,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Visual Data Mining: Techniques and Tools for Data Visualization and Mining within Vision and Multimodal Learning.,high citation signal (137),"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/748938887cbfe4cc6bc55b11f88b58b60905e3af,https://www.semanticscholar.org/paper/748938887cbfe4cc6bc55b11f88b58b60905e3af,,,,,60982844,Business; Computer Science,,data mining,1,citations=137; influential=7; open PDF metadata; title AI matches=1; AI term matches=1,
491,2002,Automatic pattern recognition in ECG time series,K. Sternickel,Comput. Methods Programs Biomed.,2002-05-01,137,6,141.642,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Automatic pattern recognition in ECG time series within General AI Methods and Systems.,high citation signal (137),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0169-2607(01)00168-7,https://www.semanticscholar.org/paper/a66e2fcf9226bec24607b21adc931cc4a14e543e,,10.1016/S0169-2607(01)00168-7,,11932027,6323218,Computer Science; Engineering; Medicine,JournalArticle,neural networks; pattern recognition,2,citations=137; influential=6; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
492,2002,Usefulness of an artificial neural network for differentiating benign from malignant pulmonary nodules on high-resolution CT: evaluation with receiver operating characteristic analysis.,"Yuichi Matsuki, Katsumi Nakamura, Hideyuki Watanabe, T. Aoki, H. Nakata, S. Katsuragawa, K. Doi",AJR. American journal of roentgenology,2002-03-01,137,6,139.642,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Usefulness of an artificial neural network for differentiating benign from malignant pulmonary nodules on high-resolution CT: evaluation with receiver operating characteristic analysis. within General AI Methods and Systems.,high citation signal (137),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.2214/AJR.178.3.1780657,https://www.semanticscholar.org/paper/16b9a25e57acfe6bca55510da9fee43994cf9e27,,10.2214/AJR.178.3.1780657,,11856693,21062123,Computer Science; Medicine,JournalArticle,neural networks,1,citations=137; influential=6; open PDF metadata; title AI matches=1; AI term matches=1,
493,2002,Systematic learning of gene functional classes from DNA array expression data by using multilayer perceptrons.,"Á. Mateos, J. Dopazo, R. Jansen, Y. Tu, M. Gerstein, G. Stolovitzky",Genome Research,2002-11-01,137,5,143.484,"AI for Science, Healthcare, and Robotics",ai4science,machine-learning; ai4science,Recent advances in microarray technology have opened new ways for functional annotation of previously uncharacterised genes on a genomic scale.,high citation signal (137); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1101/GR.192502,https://www.semanticscholar.org/paper/e360cac5d1af72375dddc02e1dede047c9217fab,https://genome.cshlp.org/content/12/11/1703.full.pdf,10.1101/GR.192502,,12421757,16583289,Biology; Computer Science; Medicine,Study; JournalArticle,machine learning; neural networks; support vector machines,3,citations=137; influential=5; open PDF metadata; AI term matches=6; query hits=3,"Recent advances in microarray technology have opened new ways for functional annotation of previously uncharacterised genes on a genomic scale. This has been demonstrated by unsupervised clustering of co-expressed genes and, more importantly, by supervised learning algorithms. Using prior knowledge, these algorithms can assign functional annotations based on more complex expression signatures found in existing functional classes. Previously, support vector machines (SVMs) and other machine-learning methods have been applied to a limited number of functional classes for this purpose. Here we present, for the first time, the comprehensive application of supervised neural networks (SNNs) for functional annotation. Our study is novel in that we report systematic results for ~100 classes in the Munich Information Center for Protein Sequences (MIPS) functional catalog. We found that only ~10% of these are learnable (based on the rate of false negatives). A closer analysis reveals that false positives (and negatives) in a machine-learning context are not necessarily ""false"" in a biological sense. We show that the high degree of interconnections among functional classes confounds the signatures that ought to be learned for a unique class. We term this the ""Borges effect"" and introduce two new numerical indices for its quantification. Our analysis indicates that classification systems with a lower Borges effect are better suitable for machine learning. Furthermore, we introduce a learning procedure for combining false positives with the original class. We show that in a few iterations this process converges to a gene set that is learnable with considerably low rates of false positives and negatives and contains genes that are biologically related to the original class, allowing for a coarse reconstruction of the interactions between associated biological pathways. We exemplify this methodology using the well-studied tricarboxylic acid cycle."
494,2002,Application of artificial neural networks in tide-forecasting,"T. Lee, D. Jeng",,2002-08-01,137,5,140.484,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Application of artificial neural networks in tide-forecasting within General AI Methods and Systems.,high citation signal (137),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0029-8018(01)00068-3,https://www.semanticscholar.org/paper/5e39ec052855c9445fbdc7b452df23f890ac204a,,10.1016/S0029-8018(01)00068-3,,,111098400,Computer Science; Engineering; Environmental Science,,neural networks,1,citations=137; influential=5; open PDF metadata; title AI matches=2; AI term matches=2,
495,2002,Extracting semantics from audio-visual content: the final frontier in multimedia retrieval,"M. Naphade, Thomas S. Huang",IEEE Trans. Neural Networks,2002-07-01,137,4,136.932,Vision and Multimodal Learning,retrieval,vision,Positions Extracting semantics from audio-visual content: the final frontier in multimedia retrieval within Vision and Multimodal Learning.,high citation signal (137),"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/TNN.2002.1021881,https://www.semanticscholar.org/paper/1e6a8ce4cb857bf2139b912d9fc225921ff67e05,,10.1109/TNN.2002.1021881,,18244476,23570576,Computer Science; Engineering; Medicine,JournalArticle; Review,computer vision; machine learning; pattern recognition,3,citations=137; influential=4; open PDF metadata; AI term matches=2; query hits=3,
496,2002,Interpretation of artificial neural networks by means of fuzzy rules,"J. Castro, C. J. Mantas, J. M. Benítez",IEEE Trans. Neural Networks,,137,2,130.78,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Interpretation of artificial neural networks by means of fuzzy rules within General AI Methods and Systems.,high citation signal (137),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/72.977279,https://www.semanticscholar.org/paper/c24c3e7f75171a95d8d9f019ec71096b658d66b6,,10.1109/72.977279,,18244413,1246861,Computer Science; Medicine,JournalArticle,neural networks,1,citations=137; influential=2; open PDF metadata; title AI matches=2; AI term matches=2,
497,2002,Energy conservation in buildings through efficient A/C control using neural networks,"A. Ben-Nakhi, M. A. Mahmoud",,2002-09-01,137,2,130.78,Reinforcement Learning and Agents,metadata-ranked,reinforcement-learning,Positions Energy conservation in buildings through efficient A/C control using neural networks within Reinforcement Learning and Agents.,high citation signal (137),"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1016/S0306-2619(02)00027-2,https://www.semanticscholar.org/paper/5d1057577d08a705d5d4f1e31fdf5338aaf5b27e,,10.1016/S0306-2619(02)00027-2,,,109086340,Engineering; Environmental Science,,neural networks,1,citations=137; influential=2; open PDF metadata; title AI matches=2; AI term matches=2,
498,2002,Support Vector Machine Ensemble with Bagging,"Hyun-Chul Kim, Shaoning Pang, Hong-Mo Je, Daijin Kim, S. Bang",International Workshop on Support Vector Machines,2002-08-10,136,8,143.001,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Support Vector Machine Ensemble with Bagging within Graph Learning, Recommendation, and Core Methods.",high citation signal (136),"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1007/3-540-45665-1_31,https://www.semanticscholar.org/paper/cca93cd64ba608789b035b4e15376b1bde28179a,,10.1007/3-540-45665-1_31,,,16596563,Computer Science; Mathematics,JournalArticle,support vector machines,1,citations=136; influential=8; open PDF metadata; title AI matches=1; AI term matches=1,
499,2002,Prediction of Earth orientation parameters by artificial neural networks,"H. Schuh, M. Ulrich, D. Egger, Jürgen Müller, W. Schwegmann",,2002-05-01,136,7,144.352,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Prediction of Earth orientation parameters by artificial neural networks within General AI Methods and Systems.,high citation signal (136),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/S00190-001-0242-5,https://www.semanticscholar.org/paper/bdd1a80cfe3a1d789152c18082bdcf256327247e,,10.1007/S00190-001-0242-5,,,123648012,Computer Science; Environmental Science; Physics,,neural networks,1,citations=136; influential=7; open PDF metadata; title AI matches=2; AI term matches=2,
500,2002,Estimation of all-terminal network reliability using an artificial neural network,"Chat Srivaree-ratana, A. Konak, Alice E. Smith",Computers & Operations Research,2002-06-01,136,7,141.352,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Estimation of all-terminal network reliability using an artificial neural network within General AI Methods and Systems.,high citation signal (136),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0305-0548(00)00088-5,https://www.semanticscholar.org/paper/3f247285557f4bbda72b31e7a736cb967d44315a,,10.1016/S0305-0548(00)00088-5,,,2839784,Computer Science; Engineering,JournalArticle,neural networks,1,citations=136; influential=7; open PDF metadata; title AI matches=1; AI term matches=1,
