candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
344,2013,Accurate multimodal probabilistic prediction of conversion to Alzheimer's disease in patients with mild cognitive impairment,"Jonathan Young, M. Modat, M. Jorge Cardoso, Alex F. Mendelson, D. Cash, S. Ourselin",NeuroImage: Clinical,2013-05-19,265,21,185.112,"AI for Science, Healthcare, and Robotics",benchmark/dataset; ai4science,machine-learning; multimodal; vision; reinforcement-learning; ai4science,Accurately identifying the patients that have mild cognitive impairment (MCI) who will go on to develop Alzheimer's disease (AD) will become essential as new treatments will require identification of AD patients at earlier stages in the disease process.,high citation signal (265); influential citation signal (21); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1016/j.nicl.2013.05.004,https://www.semanticscholar.org/paper/6c2c6633d985c3fa9c597c3c6074de437d600860,https://doi.org/10.1016/j.nicl.2013.05.004,10.1016/j.nicl.2013.05.004,,24179825,5344813,Computer Science; Medicine,JournalArticle,machine learning; multimodal learning; support vector machines,3,citations=265; influential=21; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; AI term matches=4; query hits=3,"Accurately identifying the patients that have mild cognitive impairment (MCI) who will go on to develop Alzheimer's disease (AD) will become essential as new treatments will require identification of AD patients at earlier stages in the disease process. Most previous work in this area has centred around the same automated techniques used to diagnose AD patients from healthy controls, by coupling high dimensional brain image data or other relevant biomarker data to modern machine learning techniques. Such studies can now distinguish between AD patients and controls as accurately as an experienced clinician. Models trained on patients with AD and control subjects can also distinguish between MCI patients that will convert to AD within a given timeframe (MCI-c) and those that remain stable (MCI-s), although differences between these groups are smaller and thus, the corresponding accuracy is lower. The most common type of classifier used in these studies is the support vector machine, which gives categorical class decisions. In this paper, we introduce Gaussian process (GP) classification to the problem. This fully Bayesian method produces naturally probabilistic predictions, which we show correlate well with the actual chances of converting to AD within 3 years in a population of 96 MCI-s and 47 MCI-c subjects. Furthermore, we show that GPs can integrate multimodal data (in this study volumetric MRI, FDG-PET, cerebrospinal fluid, and APOE genotype with the classification process through the use of a mixed kernel). The GP approach aids combination of different data sources by learning parameters automatically from training data via type-II maximum likelihood, which we compare to a more conventional method based on cross validation and an SVM classifier. When the resulting probabilities from the GP are dichotomised to produce a binary classification, the results for predicting MCI conversion based on the combination of all three types of data show a balanced accuracy of 74%. This is a substantially higher accuracy than could be obtained using any individual modality or using a multikernel SVM, and is competitive with the highest accuracy yet achieved for predicting conversion within three years on the widely used ADNI dataset."
345,2013,Training Recurrent Neural Networks,"Geoffrey E. Hinton, I. Sutskever",,,264,29,179.371,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Training Recurrent Neural Networks within General AI Methods and Systems.,high citation signal (264); influential citation signal (29),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/f34607a6aa2d984e34a5ce7f0bdac4a860fa98a4,https://www.semanticscholar.org/paper/f34607a6aa2d984e34a5ce7f0bdac4a860fa98a4,,,,,61713861,Computer Science,,machine learning; neural networks,2,citations=264; influential=29; open PDF metadata; title AI matches=2; AI term matches=2; query hits=2,
346,2013,What does the mediodorsal thalamus do?,"Anna S. Mitchell, S. Chakraborty",Frontiers in Systems Neuroscience,2013-08-09,264,16,180.419,Generative Models and Synthetic Media,survey/review,generative-ai,Dense amnesia can result from damage to the medial diencephalon in humans and in animals.,high citation signal (264); influential citation signal (16); recognized venue; open-access PDF metadata,"Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://doi.org/10.3389/fnsys.2013.00037,https://www.semanticscholar.org/paper/15b190a1cffc355b949928beaa317a34ffb21ccc,https://www.frontiersin.org/articles/10.3389/fnsys.2013.00037/pdf,10.3389/fnsys.2013.00037,,23950738,8987329,Biology; Medicine; Psychology,JournalArticle; Review,neural networks,1,citations=264; influential=16; recognized venue; survey/benchmark signal; open PDF metadata; AI term matches=2,"Dense amnesia can result from damage to the medial diencephalon in humans and in animals. In humans this damage is diffuse and can include the mediodorsal nuclei of the thalamus. In animal models, lesion studies have confirmed the mediodorsal thalamus (MD) has a role in memory and other cognitive tasks, although the extent of deficits is mixed. Anatomical tracing studies confirm at least three different subgroupings of the MD: medial, central, and lateral, each differentially interconnected to the prefrontal cortex (PFC). Moreover, these subgroupings of the MD also receive differing inputs from other brain structures, including the basal ganglia thus the MD subgroupings form key nodes in interconnected frontal-striatal-thalamic neural circuits, integrating critical information within the PFC. We will provide a review of data collected from non-human primates and rodents after selective brain injury to the whole of the MD as well as these subgroupings to highlight the extent of deficits in various cognitive tasks. This research highlights the neural basis of memory and cognitive deficits associated with the subgroupings of the MD and their interconnected neural networks. The evidence shows that the MD plays a critical role in many varied cognitive processes. In addition, the MD is actively processing information and integrating it across these neural circuits for successful cognition. Having established that the MD is critical for memory and cognition, further research is required to understand how the MD specifically influences these cognitive processing carried out by the brain."
347,2013,Supervised change detection in VHR images using contextual information and support vector machines,"M. Volpi, D. Tuia, F. Bovolo, M. Kanevski, L. Bruzzone",International Journal of Applied Earth Observation and Geoinformation,2013-02-01,264,15,165.57,Vision and Multimodal Learning,metadata-ranked,machine-learning,Positions Supervised change detection in VHR images using contextual information and support vector machines within Vision and Multimodal Learning.,high citation signal (264); influential citation signal (15),"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1016/j.jag.2011.10.013,https://www.semanticscholar.org/paper/79b77761408f9445d0eaa0c8d98e0543be797243,,10.1016/j.jag.2011.10.013,,,32215408,Computer Science; Engineering; Environmental Science; Geography,JournalArticle,support vector machines,1,citations=264; influential=15; open PDF metadata; title AI matches=1; AI term matches=1,
348,2013,Short Term Traffic Flow Prediction for a Non Urban Highway Using Artificial Neural Network,"K. Kumar, M. Parida, V. K. Katiyar",,2013-12-02,264,9,158.99,Foundation Models and Large Language Models,metadata-ranked,machine-learning,Abstract This study applies Artificial Neural Network (ANN) for short term prediction of traffic flow using past traffic data.,high citation signal (264); open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1016/J.SBSPRO.2013.11.170,https://www.semanticscholar.org/paper/63a7877bbe0f389939dbd78c2560e941ebe2de66,https://doi.org/10.1016/j.sbspro.2013.11.170,10.1016/J.SBSPRO.2013.11.170,,,108818551,Computer Science; Engineering,,neural networks,1,citations=264; influential=9; open PDF metadata; title AI matches=1; AI term matches=1,"Abstract This study applies Artificial Neural Network (ANN) for short term prediction of traffic flow using past traffic data. The model incorporates traffic volume, speed, density, time and day of week as input variables. Speed of each category of vehicles was considered separately as input variables in contrast to previous studies reported in literature which consider average speed of combined traffic flow. Results show that Artificial Neural Network has consistent performance even if time interval for traffic flow prediction was increased from 5 minutes to 15 minutes and produced good results even though speeds of each category of vehicles were considered separately as input variables."
349,2013,An adaptive filtering approach for electrocardiogram (ECG) signal noise reduction using neural networks,"Suranai Poungponsri, Xiao-Hua Yu",Neurocomputing,2013-10-06,263,4,152.203,General AI Methods and Systems,metadata-ranked,machine-learning,Positions An adaptive filtering approach for electrocardiogram (ECG) signal noise reduction using neural networks within General AI Methods and Systems.,high citation signal (263),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.neucom.2013.02.010,https://www.semanticscholar.org/paper/f068d54ad8d5dac1603b1f20e1168e210061e0a2,,10.1016/j.neucom.2013.02.010,,,207104674,Computer Science; Engineering; Medicine,JournalArticle,neural networks,1,citations=263; influential=4; open PDF metadata; title AI matches=2; AI term matches=2,
350,2013,SVM-Based Classification of Segmented Airborne LiDAR Point Clouds in Urban Areas,"Jixian Zhang, Xiangguo Lin, X. Ning",Remote Sensing,2013-07-31,260,10,164.99,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Object-based point cloud analysis (OBPA) is useful for information extraction from airborne LiDAR point clouds.,high citation signal (260); influential citation signal (10); open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.3390/rs5083749,https://www.semanticscholar.org/paper/78c51091d3f656f4a3a28e756e022a8f7e78b6d5,https://www.mdpi.com/2072-4292/5/8/3749/pdf?version=1403132893,10.3390/rs5083749,,,18180191,Computer Science; Engineering; Environmental Science; Geology,JournalArticle,support vector machines,1,citations=260; influential=10; open PDF metadata; title AI matches=2; AI term matches=4,"Object-based point cloud analysis (OBPA) is useful for information extraction from airborne LiDAR point clouds. An object-based classification method is proposed for classifying the airborne LiDAR point clouds in urban areas herein. In the process of classification, the surface growing algorithm is employed to make clustering of the point clouds without outliers, thirteen features of the geometry, radiometry, topology and echo characteristics are calculated, a support vector machine (SVM) is utilized to classify the segments, and connected component analysis for 3D point clouds is proposed to optimize the original classification results. Three datasets with different point densities and complexities are employed to test our method. Experiments suggest that the proposed method is capable of making a classification of the urban point clouds with the overall classification accuracy larger than 92.34% and the Kappa coefficient larger than 0.8638, and the classification accuracy is promoted with the increasing of the point density, which is meaningful for various types of applications."
351,2013,Improved annual rainfall-runoff forecasting using PSO-SVM model based on EEMD,"Wen-chuan Wang, Dong-mei Xu, K. Chau, Shou-yu Chen",,2013-10-01,260,9,160.656,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Improved annual rainfall-runoff forecasting using PSO-SVM model based on EEMD within General AI Methods and Systems.,high citation signal (260); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.2166/HYDRO.2013.134,https://www.semanticscholar.org/paper/ecac5956b501940792e65c0ad89bba4d599a7736,https://iwaponline.com/jh/article-pdf/15/4/1377/387168/1377.pdf,10.2166/HYDRO.2013.134,,,62454271,Computer Science; Engineering; Environmental Science,,neural networks; support vector machines,2,citations=260; influential=9; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
352,2013,Using deep learning to enhance cancer diagnosis and classication,"Rasool Fakoor, Faisal Ladhak, Azade Nazi, Manfred Huber",,,259,12,164.244,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Using deep learning to enhance cancer diagnosis and classication within General AI Methods and Systems.,high citation signal (259); influential citation signal (12),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/e215f2144bf370842e777c2caa70c69b91a3f1d0,https://www.semanticscholar.org/paper/e215f2144bf370842e777c2caa70c69b91a3f1d0,,,,,221896821,Computer Science; Engineering; Medicine,,deep learning; machine learning,2,citations=259; influential=12; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
353,2013,Multiview Hessian Regularization for Image Annotation,"Weifeng Liu, D. Tao",IEEE Transactions on Image Processing,2013-03-28,259,7,175.447,Vision and Multimodal Learning,benchmark/dataset; transformer,machine-learning; vision,"The rapid development of computer hardware and Internet technology makes large scale data dependent models computationally tractable, and opens a bright avenue for annotating images through innovative machine learning algorithms.",high citation signal (259); recognized venue; open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/TIP.2013.2255302,https://www.semanticscholar.org/paper/52a9d01443401a48666c691993cbc248da197bce,https://arxiv.org/pdf/1904.10100,10.1109/TIP.2013.2255302,1904.10100,23549893,7634850,Computer Science; Mathematics; Medicine,JournalArticle,machine learning; support vector machines,2,citations=259; influential=7; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3; query hits=2,"The rapid development of computer hardware and Internet technology makes large scale data dependent models computationally tractable, and opens a bright avenue for annotating images through innovative machine learning algorithms. Semisupervised learning (SSL) therefore received intensive attention in recent years and was successfully deployed in image annotation. One representative work in SSL is Laplacian regularization (LR), which smoothes the conditional distribution for classification along the manifold encoded in the graph Laplacian, however, it is observed that LR biases the classification function toward a constant function that possibly results in poor generalization. In addition, LR is developed to handle uniformly distributed data (or single-view data), although instances or objects, such as images and videos, are usually represented by multiview features, such as color, shape, and texture. In this paper, we present multiview Hessian regularization (mHR) to address the above two problems in LR-based image annotation. In particular, mHR optimally combines multiple HR, each of which is obtained from a particular view of instances, and steers the classification function that varies linearly along the data manifold. We apply mHR to kernel least squares and support vector machines as two examples for image annotation. Extensive experiments on the PASCAL VOC'07 dataset validate the effectiveness of mHR by comparing it with baseline algorithms, including LR and HR."
354,2013,Minimax PAC bounds on the sample complexity of reinforcement learning with a generative model,"M. G. Azar, R. Munos, H. Kappen",Machine-mediated learning,2013-05-14,257,60,186.717,Generative Models and Synthetic Media,generative; reinforcement-learning,generative-ai; reinforcement-learning,Positions Minimax PAC bounds on the sample complexity of reinforcement learning with a generative model within Generative Models and Synthetic Media.,high citation signal (257); influential citation signal (60); open-access PDF metadata,"Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://doi.org/10.1007/s10994-013-5368-1,https://www.semanticscholar.org/paper/cda4c3de398614354e6e627771530bff260f99fa,https://link.springer.com/content/pdf/10.1007%2Fs10994-013-5368-1.pdf,10.1007/s10994-013-5368-1,,,254738421,Computer Science; Mathematics,JournalArticle,reinforcement learning,1,citations=257; influential=60; open PDF metadata; title AI matches=2; AI term matches=2,
355,2013,Privacy-preserving trajectory data publishing by local suppression,"Rui Chen, B. Fung, N. Mohammed, B. Desai, Ke Wang",Information Sciences,2013-05-01,256,19,183.02,"Trustworthy, Explainable, and Responsible AI",trustworthy-ai,trustworthy-ai,"Positions Privacy-preserving trajectory data publishing by local suppression within Trustworthy, Explainable, and Responsible AI.",high citation signal (256); influential citation signal (19); recognized venue; open-access PDF metadata,"Explanations can be persuasive without being faithful to model internals or decision processes.; Fairness, robustness, privacy, and safety metrics can conflict and require domain-specific tradeoffs.; Responsible AI results often need stronger deployment evidence beyond benchmark or synthetic settings.",https://doi.org/10.1016/J.INS.2011.07.035,https://www.semanticscholar.org/paper/dab7f8bbe3d56338c2d91dd4a45c419f905ddedb,https://spectrum.library.concordia.ca/976944/1/fung2011.pdf,10.1016/J.INS.2011.07.035,,,16042595,Computer Science; Engineering,JournalArticle,data mining; foundation models,2,citations=256; influential=19; recognized venue; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
356,2013,Multi-task learning in deep neural networks for improved phoneme recognition,"M. Seltzer, J. Droppo","IEEE International Conference on Acoustics, Speech, and Signal Processing",2013-05-26,256,11,165.868,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Multi-task learning in deep neural networks for improved phoneme recognition within General AI Methods and Systems.,high citation signal (256); influential citation signal (11),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/ICASSP.2013.6639012,https://www.semanticscholar.org/paper/72387d6050efa32a1fe7ba9b07f2f35af8d9d046,,10.1109/ICASSP.2013.6639012,,,14873729,Computer Science,JournalArticle; Conference,deep learning; neural networks,2,citations=256; influential=11; open PDF metadata; title AI matches=2; AI term matches=2; query hits=2,
357,2013,Recommendation as link prediction in bipartite graphs: A graph kernel-based machine learning approach,"Xin Li, Hsinchun Chen",Decision Support Systems,,256,9,161.316,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning; graph-learning,"Positions Recommendation as link prediction in bipartite graphs: A graph kernel-based machine learning approach within Graph Learning, Recommendation, and Core Methods.",high citation signal (256),"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1016/j.dss.2012.09.019,https://www.semanticscholar.org/paper/2da8e3fc3b4937d4c78f054fa919970b4f31a768,,10.1016/j.dss.2012.09.019,,,45855516,Computer Science,JournalArticle,machine learning,1,citations=256; influential=9; open PDF metadata; title AI matches=2; AI term matches=2,
358,2013,A nanomaterial-based breath test for distinguishing gastric cancer from benign gastric conditions,"Xu Zq, Y. Broza, R. Ionsecu, U. Tisch, L. Ding, Hu Liu, Q. Song, Pan Yy, et al.",British Journal of Cancer,2013-03-05,256,7,157.192,"AI for Science, Healthcare, and Robotics",ai4science,machine-learning; trustworthy-ai; ai4science,Background:Upper digestive endoscopy with biopsy and histopathological evaluation of the biopsy material is the standard method for diagnosing gastric cancer (GC).,high citation signal (256); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1038/bjc.2013.44,https://www.semanticscholar.org/paper/10bccf9a00cba208baa22606edf6497597a4f78c,https://www.nature.com/articles/bjc201344.pdf,10.1038/bjc.2013.44,,23462808,16514911,Materials Science; Medicine,JournalArticle; Study,pattern recognition,1,citations=256; influential=7; translation/trustworthiness signal; open PDF metadata; AI term matches=2,"Background:Upper digestive endoscopy with biopsy and histopathological evaluation of the biopsy material is the standard method for diagnosing gastric cancer (GC). However, this procedure may not be widely available for screening in the developing world, whereas in developed countries endoscopy is frequently used without major clinical gain. There is a high demand for a simple and non-invasive test for selecting the individuals at increased risk that should undergo the endoscopic examination. Here, we studied the feasibility of a nanomaterial-based breath test for identifying GC among patients with gastric complaints.Methods:Alveolar exhaled breath samples from 130 patients with gastric complaints (37 GC/32 ulcers / 61 less severe conditions) that underwent endoscopy/biopsy were analyzed using nanomaterial-based sensors. Predictive models were built employing discriminant factor analysis (DFA) pattern recognition, and their stability against possible confounding factors (alcohol/tobacco consumption; Helicobacter pylori) was tested. Classification success was determined (i) using leave-one-out cross-validation and (ii) by randomly blinding 25% of the samples as a validation set. Complementary chemical analysis of the breath samples was performed using gas chromatography coupled with mass spectrometry.Results:Three DFA models were developed that achieved excellent discrimination between the subpopulations: (i) GC vs benign gastric conditions, among all the patients (89% sensitivity; 90% specificity); (ii) early stage GC (I and II) vs late stage (III and IV), among GC patients (89% sensitivity; 94% specificity); and (iii) ulcer vs less severe, among benign conditions (84% sensitivity; 87% specificity). The models were insensitive against the tested confounding factors. Chemical analysis found that five volatile organic compounds (2-propenenitrile, 2-butoxy-ethanol, furfural, 6-methyl-5-hepten-2-one and isoprene) were significantly elevated in patients with GC and/or peptic ulcer, as compared with less severe gastric conditions. The concentrations both in the room air and in the breath samples were in the single p.p.b.v range, except in the case of isoprene.Conclusion:The preliminary results of this pilot study could open a new and promising avenue to diagnose GC and distinguish it from other gastric diseases. It should be noted that the applied methods are complementary and the potential marker compounds identified by gas-chromatography/mass spectrometry are not necessarily responsible for the differences in the sensor responses. Although this pilot study does not allow drawing far-reaching conclusions, the encouraging preliminary results presented here have initiated a large multicentre clinical trial to confirm the observed patterns for GC and benign gastric conditions."
359,2013,Distributed Consensus Tracking for Multiple Uncertain Nonlinear Strict-Feedback Systems Under a Directed Graph,S. Yoo,IEEE Transactions on Neural Networks and Learning Systems,2013-01-18,255,25,182.607,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Distributed Consensus Tracking for Multiple Uncertain Nonlinear Strict-Feedback Systems Under a Directed Graph within General AI Methods and Systems.,high citation signal (255); influential citation signal (25); recognized venue,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/TNNLS.2013.2238554,https://www.semanticscholar.org/paper/8cc75fd3fe2b420397c812d8baf9139febb6cdee,,10.1109/TNNLS.2013.2238554,,24808386,17369820,Computer Science; Engineering; Mathematics; Medicine,JournalArticle,graph neural networks; neural networks,2,citations=255; influential=25; recognized venue; open PDF metadata; AI term matches=2; query hits=2,
360,2013,"Leaf Classification Using Shape, Color, and Texture Features","Abd. Kadir, L. Nugroho, A. Susanto, P. Santosa",arXiv.org,2013-11-19,255,19,176.934,Foundation Models and Large Language Models,benchmark/dataset,machine-learning,Several methods to identify plants have been proposed by several researchers.,high citation signal (255); influential citation signal (19),"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/04204bce74f0f94d7d6946c40f3f91902bcee365,https://www.semanticscholar.org/paper/04204bce74f0f94d7d6946c40f3f91902bcee365,,,1401.4447,,2913765,Computer Science; Environmental Science,JournalArticle,neural networks,1,citations=255; influential=19; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=2,"Several methods to identify plants have been proposed by several researchers. Commonly, the methods did not capture color information, because color was not recognized as an important aspect to the identification. In this research, shape and vein, color, and texture features were incorporated to classify a leaf. In this case, a neural network called Probabilistic Neural network (PNN) was used as a classifier. The experimental result shows that the method for classification gives average accuracy of 93.75% when it was tested on Flavia dataset, that contains 32 kinds of plant leaves. It means that the method gives better performance compared to the original work."
361,2013,Scene Text Detection via Connected Component Clustering and Nontext Filtering,"H. Koo, Duck Hoon Kim",IEEE Transactions on Image Processing,2013-06-01,255,8,166.755,Vision and Multimodal Learning,metadata-ranked,machine-learning; nlp; vision,Positions Scene Text Detection via Connected Component Clustering and Nontext Filtering within Vision and Multimodal Learning.,high citation signal (255); recognized venue,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/TIP.2013.2249082,https://www.semanticscholar.org/paper/7b45fdcdfb642262cf5b2b2b9e574ba47f471d8a,,10.1109/TIP.2013.2249082,,23475363,7486022,Computer Science; Medicine,JournalArticle,machine learning,1,citations=255; influential=8; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
362,2013,Addressing Big Data Time Series: Mining Trillions of Time Series Subsequences Under Dynamic Time Warping,"T. Rakthanmanon, Bilson J. L. Campana, A. Mueen, Gustavo E. A. P. A. Batista, M. B. Westover, Qiang Zhu, J. Zakaria, Eamonn J. Keogh",TKDD,2013-09-01,254,14,181.821,"AI for Science, Healthcare, and Robotics",benchmark/dataset,machine-learning; ai4science,"time series data mining algorithms use similarity search as a core subroutine, and thus the time taken for similarity search is the bottleneck for virtually all time series data mining algorithms, including classification, clustering, motif discovery, anomaly detection, and so on.",high citation signal (254); influential citation signal (14); recognized venue,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1145/2500489,https://www.semanticscholar.org/paper/c0c807b59e6497fe07de537d9eb11fdbd442ecf6,,10.1145/2500489,,31607834,7173859,Computer Science; Mathematics; Medicine,JournalArticle,data mining,1,citations=254; influential=14; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3,"Most time series data mining algorithms use similarity search as a core subroutine, and thus the time taken for similarity search is the bottleneck for virtually all time series data mining algorithms, including classification, clustering, motif discovery, anomaly detection, and so on. The difficulty of scaling a search to large datasets explains to a great extent why most academic work on time series data mining has plateaued at considering a few millions of time series objects, while much of industry and science sits on billions of time series objects waiting to be explored. In this work we show that by using a combination of four novel ideas we can search and mine massive time series for the first time. We demonstrate the following unintuitive fact: in large datasets we can exactly search under Dynamic Time Warping (DTW) much more quickly than the current state-of-the-art Euclidean distance search algorithms. We demonstrate our work on the largest set of time series experiments ever attempted. In particular, the largest dataset we consider is larger than the combined size of all of the time series datasets considered in all data mining papers ever published. We explain how our ideas allow us to solve higher-level time series data mining problems such as motif discovery and clustering at scales that would otherwise be untenable. Moreover, we show how our ideas allow us to efficiently support the uniform scaling distance measure, a measure whose utility seems to be underappreciated, but which we demonstrate here. In addition to mining massive datasets with up to one trillion datapoints, we will show that our ideas also have implications for real-time monitoring of data streams, allowing us to handle much faster arrival rates and/or use cheaper and lower powered devices than are currently possible."
363,2013,Data mining for providing a personalized learning path in creativity: An application of decision trees,"C. Lin, Y. Yeh, Y. Hung, R. Chang",Comput. Educ.,2013-10-01,254,4,148.44,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Data mining for providing a personalized learning path in creativity: An application of decision trees within Graph Learning, Recommendation, and Core Methods.",high citation signal (254),"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1016/j.compedu.2013.05.009,https://www.semanticscholar.org/paper/92b72b4b8926481b62826c01a43df35b2720e050,,10.1016/j.compedu.2013.05.009,,,12291186,Computer Science; Education,JournalArticle,data mining,1,citations=254; influential=4; open PDF metadata; title AI matches=1; AI term matches=1,
