category,taxonomyRank,rank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,categoryOverview,categoryLimitations,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy,sourceQueries,importanceReasons
Generative Models and Synthetic Media,1,47,11,2022,LAION-5B: An open large-scale dataset for training next generation image-text models,"Christoph Schuhmann, R. Beaumont, R. Vencu, Cade Gordon, Ross Wightman, Mehdi Cherti, Theo Coombes, Aarush Katta, et al.",Neural Information Processing Systems,2022-10-16,5281,494,289.449,"Generative AI research has moved from GAN-centered image synthesis toward diffusion, score-based modeling, and controllable multimodal generation. The area increasingly connects generation quality with data curation, safety, copyright, controllability, and evaluation reliability. Highly cited papers often introduce reusable model families, training objectives, or evaluation protocols that become infrastructure for later systems.","Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms. Training data provenance and copyright constraints can be under-specified in highly cited generation work. Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",benchmark/dataset; generative,generative-ai; multimodal; nlp; vision,"Groundbreaking language-vision architectures like CLIP and DALL-E proved the utility of training on large amounts of noisy image-text data, without relying on expensive accurate labels used in standard vision unimodal supervised learning.","high citation signal (5,281); influential citation signal (494); open-access PDF metadata","Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://doi.org/10.48550/arXiv.2210.08402,https://www.semanticscholar.org/paper/e5c8960eb2ec034ffbd353ef39fd1cb541d3c7c9,http://arxiv.org/pdf/2210.08402,10.48550/arXiv.2210.08402,2210.08402,,Computer Science,foundation models; large language models,citations=5281; influential=494; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3; query hits=2
Generative Models and Synthetic Media,2,53,13,2023,SDXL: Improving Latent Diffusion Models for High-Resolution Image Synthesis,"Dustin Podell, Zion English, Kyle Lacey, A. Blattmann, Tim Dockhorn, Jonas Muller, Joe Penna, Robin Rombach",International Conference on Learning Representations,2023-07-04,4896,893,290.06,"Generative AI research has moved from GAN-centered image synthesis toward diffusion, score-based modeling, and controllable multimodal generation. The area increasingly connects generation quality with data curation, safety, copyright, controllability, and evaluation reliability. Highly cited papers often introduce reusable model families, training objectives, or evaluation protocols that become infrastructure for later systems.","Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms. Training data provenance and copyright constraints can be under-specified in highly cited generation work. Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",transformer; generative,generative-ai; nlp; vision,"We present SDXL, a latent diffusion model for text-to-image synthesis.","high citation signal (4,896); influential citation signal (893)","Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://www.semanticscholar.org/paper/d7890d1906d95c4ae4c430b350455156d6d8aed9,https://www.semanticscholar.org/paper/d7890d1906d95c4ae4c430b350455156d6d8aed9,,,2307.01952,,Computer Science,generative AI diffusion models,citations=4896; influential=893; resource signal; open PDF metadata; title AI matches=1; AI term matches=2
"Graph Learning, Recommendation, and Core Methods",1,48,8,2020,LightGCN: Simplifying and Powering Graph Convolution Network for Recommendation,"Xiangnan He, Kuan Deng, Xiang Wang, Yan Li, Yongdong Zhang, Meng Wang",Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,2020-02-06,5278,888,298.634,"Core AI methods include graph neural networks, recommender systems, optimization, neural architecture search, Bayesian methods, and efficient training recipes. Many papers in this category become reusable algorithmic infrastructure for applied AI systems. The dominant trend is stronger inductive bias for non-Euclidean data, sparse interaction data, and efficient hyperparameter or architecture search.","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits. Algorithmic gains may be sensitive to hyperparameter budgets and implementation details. Core methods need careful ablations before broad claims about generality or efficiency are accepted.",retrieval,nlp; graph-learning,Graph Convolution Network (GCN) has become new state-of-the-art for collaborative filtering.,"high citation signal (5,278); influential citation signal (888); recognized venue","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1145/3397271.3401063,https://www.semanticscholar.org/paper/3024f58826a5bce3378af94f677e8fb90cbb49e0,,10.1145/3397271.3401063,2002.02126,,Computer Science,graph neural networks,citations=5278; influential=888; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2
"Graph Learning, Recommendation, and Core Methods",2,85,14,2020,Open Graph Benchmark: Datasets for Machine Learning on Graphs,"Weihua Hu, Matthias Fey, M. Zitnik, Yuxiao Dong, Hongyu Ren, Bowen Liu, Michele Catasta, J. Leskovec",Neural Information Processing Systems,2020-05-02,3645,646,286.043,"Core AI methods include graph neural networks, recommender systems, optimization, neural architecture search, Bayesian methods, and efficient training recipes. Many papers in this category become reusable algorithmic infrastructure for applied AI systems. The dominant trend is stronger inductive bias for non-Euclidean data, sparse interaction data, and efficient hyperparameter or architecture search.","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits. Algorithmic gains may be sensitive to hyperparameter budgets and implementation details. Core methods need careful ablations before broad claims about generality or efficiency are accepted.",benchmark/dataset; trustworthy-ai,trustworthy-ai; graph-learning,"We present the Open Graph Benchmark (OGB), a diverse set of challenging and realistic benchmark datasets to facilitate scalable, robust, and reproducible graph machine learning (ML) research.","high citation signal (3,645); influential citation signal (646)","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://www.semanticscholar.org/paper/597bd2e45427563cdf025e53a3239006aa364cfc,https://www.semanticscholar.org/paper/597bd2e45427563cdf025e53a3239006aa364cfc,,,2005.00687,,Computer Science; Mathematics,machine learning,citations=3645; influential=646; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=1
Natural Language Processing and Knowledge,1,31,7,2022,Robust Speech Recognition via Large-Scale Weak Supervision,"Alec Radford, Jong Wook Kim, Tao Xu, Greg Brockman, Christine McLeavey, I. Sutskever",International Conference on Machine Learning,2022-12-06,7414,1015,315.979,"NLP is moving from supervised task pipelines toward pretrained language models, retrieval-augmented methods, and knowledge-intensive reasoning benchmarks. Search, retrieval, summarization, dialogue, and domain adaptation are increasingly evaluated as integrated knowledge workflows. Citation-ranked NLP papers often become shared components, datasets, or baseline methods for later foundation model research.","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues. Language coverage is often uneven, with English and high-resource domains overrepresented. Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",trustworthy-ai,nlp; trustworthy-ai,We study the capabilities of speech processing systems trained simply to predict large amounts of transcripts of audio on the internet.,"high citation signal (7,414); influential citation signal (1,015); recognized venue","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://www.semanticscholar.org/paper/a02fbaf22237a1aedacb1320b6007cd70c1fe6ec,https://www.semanticscholar.org/paper/a02fbaf22237a1aedacb1320b6007cd70c1fe6ec,,,2212.04356,,Computer Science; Engineering; Linguistics,foundation models,citations=7414; influential=1015; recognized venue; resource signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=4
Reinforcement Learning and Agents,1,72,4,2025,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,"Adam Suma, Sam Dauncey",arXiv.org,,4015,709,280.471,"Reinforcement learning is converging with human feedback, offline datasets, robotics, planning, and agentic tool-use settings. A major thread is reducing sample inefficiency while improving robustness under distribution shift and sparse rewards. The field is increasingly judged by transfer, safety, and real-world interaction rather than benchmark score alone.","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers. Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments. Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",reinforcement-learning,reinforcement-learning,Positions DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning within Reinforcement Learning and Agents.,"high citation signal (4,015); influential citation signal (709)","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.48550/arXiv.2501.12948,https://www.semanticscholar.org/paper/bf76cb3bd7a54c60138f9523ffb462a486c4807b,,10.48550/arXiv.2501.12948,,,Computer Science,large language models; reinforcement learning,citations=4015; influential=709; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2
Reinforcement Learning and Agents,2,95,26,2023,Diffusion policy: Visuomotor policy learning via action diffusion,"Cheng Chi, S. Feng, Yilun Du, Zhenjia Xu, Eric Cousineau, B. Burchfiel, Shuran Song",Robotics: Science and Systems,2023-03-07,3397,729,293.183,"Reinforcement learning is converging with human feedback, offline datasets, robotics, planning, and agentic tool-use settings. A major thread is reducing sample inefficiency while improving robustness under distribution shift and sparse rewards. The field is increasingly judged by transfer, safety, and real-world interaction rather than benchmark score alone.","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers. Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments. Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",benchmark/dataset; transformer; generative; ai4science; reinforcement-learning,generative-ai; multimodal; vision; reinforcement-learning; ai4science,"This paper introduces Diffusion Policy, a new way of generating robot behavior by representing a robot’s visuomotor policy as a conditional denoising diffusion process.","high citation signal (3,397); influential citation signal (729); recognized venue; open-access PDF metadata","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1177/02783649241273668,https://www.semanticscholar.org/paper/bdba3bd30a49ea4c5b20b43dbd8f0eb59e9d80e2,http://arxiv.org/pdf/2303.04137,10.1177/02783649241273668,2303.04137,,Computer Science,multimodal learning,citations=3397; influential=729; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3
Vision and Multimodal Learning,1,1,1,2020,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,"Alexey Dosovitskiy, Lucas Beyer, Alexander Kolesnikov, Dirk Weissenborn, Xiaohua Zhai, Thomas Unterthiner, Mostafa Dehghani, M. Minderer, et al.",International Conference on Learning Representations,2020-10-22,64585,7105,379.828,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",transformer,nlp; vision,"While the Transformer architecture has become the de-facto standard for natural language processing tasks, its applications to computer vision remain limited.","high citation signal (64,585); influential citation signal (7,105)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/268d347e8a55b5eb82fb5e7d2f800e33c75ab18a,https://www.semanticscholar.org/paper/268d347e8a55b5eb82fb5e7d2f800e33c75ab18a,,,2010.11929,,Computer Science,computer vision; natural language processing,citations=64585; influential=7105; open PDF metadata; title AI matches=2; AI term matches=5; query hits=2
Vision and Multimodal Learning,2,3,1,2021,Learning Transferable Visual Models From Natural Language Supervision,"Alec Radford, Jong Wook Kim, Chris Hallacy, A. Ramesh, Gabriel Goh, S. Agarwal, G. Sastry, Amanda Askell, et al.",International Conference on Machine Learning,2021-02-26,50664,9732,388.892,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",benchmark/dataset; self-supervised,multimodal; nlp; vision,State-of-the-art computer vision systems are trained to predict a fixed set of predetermined object categories.,"high citation signal (50,664); influential citation signal (9,732); recognized venue","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/6f870f7f02a8c59c3e23f407f3ef00dd1dcf8fc4,https://www.semanticscholar.org/paper/6f870f7f02a8c59c3e23f407f3ef00dd1dcf8fc4,,,2103.00020,,Computer Science,computer vision,citations=50664; influential=9732; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3
Vision and Multimodal Learning,3,5,3,2021,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,"Ze Liu, Yutong Lin, Yue Cao, Han Hu, Yixuan Wei, Zheng Zhang, Stephen Lin, B. Guo",IEEE International Conference on Computer Vision,,33057,3952,357.884,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",transformer,nlp; vision,"This paper presents a new vision Transformer, called Swin Transformer, that capably serves as a general-purpose backbone for computer vision.","high citation signal (33,057); influential citation signal (3,952); open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/ICCV48922.2021.00986,https://www.semanticscholar.org/paper/c8b25fab5608c3e033d34b4483ec47e68ba109b7,http://arxiv.org/pdf/2103.14030,10.1109/ICCV48922.2021.00986,2103.14030,,Computer Science,computer vision; large language models,citations=33057; influential=3952; resource signal; open PDF metadata; title AI matches=1; AI term matches=5; query hits=2
Vision and Multimodal Learning,4,13,3,2023,Segment Anything,"A. Kirillov, Eric Mintun, Nikhila Ravi, Hanzi Mao, Chloé Rolland, Laura Gustafson, Tete Xiao, Spencer Whitehead, et al.",IEEE International Conference on Computer Vision,2023-04-05,14026,1884,334.656,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",benchmark/dataset; trustworthy-ai,vision; trustworthy-ai,"We introduce the Segment Anything (SA) project: a new task, model, and dataset for image segmentation.","high citation signal (14,026); influential citation signal (1,884)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/ICCV51070.2023.00371,https://www.semanticscholar.org/paper/7470a1702c8c86e6f28d32cfa315381150102f5b,,10.1109/ICCV51070.2023.00371,2304.02643,,Computer Science,computer vision; foundation models,citations=14026; influential=1884; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; AI term matches=5; query hits=2
Vision and Multimodal Learning,5,14,5,2021,Masked Autoencoders Are Scalable Vision Learners,"Kaiming He, Xinlei Chen, Saining Xie, Yanghao Li, Piotr Doll'ar, Ross B. Girshick",Computer Vision and Pattern Recognition,2021-11-11,11814,1984,325.604,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",transformer; self-supervised,vision,This paper shows that masked autoencoders (MAE) are scalable self-supervised learners for computer vision.,"high citation signal (11,814); influential citation signal (1,984); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR52688.2022.01553,https://www.semanticscholar.org/paper/6351ebb4a3287f5f3e1273464b3b91e5df5a16d7,https://arxiv.org/pdf/2111.06377,10.1109/CVPR52688.2022.01553,2111.06377,,Computer Science,computer vision,citations=11814; influential=1984; recognized venue; open PDF metadata; AI term matches=2
Vision and Multimodal Learning,6,15,3,2022,YOLOv7: Trainable Bag-of-Freebies Sets New State-of-the-Art for Real-Time Object Detectors,"Chien-Yao Wang, Alexey Bochkovskiy, H. Liao",Computer Vision and Pattern Recognition,2022-07-06,10472,823,313.643,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",metadata-ranked,vision,Real-time object detection is one of the most important research topics in computer vision.,"high citation signal (10,472); influential citation signal (823); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR52729.2023.00721,https://www.semanticscholar.org/paper/3aed4648f7857c1d5e9b1da4c3afaf97463138c3,https://arxiv.org/pdf/2207.02696,10.1109/CVPR52729.2023.00721,2207.02696,,Computer Science,computer vision,citations=10472; influential=823; recognized venue; resource signal; open PDF metadata; AI term matches=2
Vision and Multimodal Learning,7,18,4,2020,Training data-efficient image transformers & distillation through attention,"Hugo Touvron, M. Cord, Matthijs Douze, Francisco Massa, Alexandre Sablayrolles, Hervé Jégou",International Conference on Machine Learning,2020-12-23,9283,1210,320.382,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",transformer,vision,"Recently, neural networks purely based on attention were shown to address image understanding tasks such as image classification.","high citation signal (9,283); influential citation signal (1,210); recognized venue","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/ad7ddcc14984caae308c397f1a589aae75d4ab71,https://www.semanticscholar.org/paper/ad7ddcc14984caae308c397f1a589aae75d4ab71,,,2012.12877,,Computer Science,computer vision,citations=9283; influential=1210; recognized venue; resource signal; open PDF metadata; title AI matches=1; AI term matches=4
Vision and Multimodal Learning,8,22,7,2023,DINOv2: Learning Robust Visual Features without Supervision,"M. Oquab, Timothée Darcet, Théo Moutakanni, Huy V. Vo, Marc Szafraniec, Vasil Khalidov, Pierre Fernandez, Daniel Haziza, et al.",Trans. Mach. Learn. Res.,2023-04-14,8740,1307,320.135,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",benchmark/dataset; transformer; self-supervised; trustworthy-ai,nlp; vision; trustworthy-ai,The recent breakthroughs in natural language processing for model pretraining on large quantities of data have opened the way for similar foundation models in computer vision.,"high citation signal (8,740); influential citation signal (1,307); open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.48550/arXiv.2304.07193,https://www.semanticscholar.org/paper/5a9cb1b3dc4655218b3deeaf4a2417a9a8cd0891,http://arxiv.org/pdf/2304.07193,10.48550/arXiv.2304.07193,2304.07193,,Computer Science,computer vision; foundation models; large language models; natural language processing,citations=8740; influential=1307; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; AI term matches=4; query hits=4
Vision and Multimodal Learning,9,24,5,2022,A ConvNet for the 2020s,"Zhuang Liu, Hanzi Mao, Chaozheng Wu, Christoph Feichtenhofer, Trevor Darrell, Saining Xie",Computer Vision and Pattern Recognition,2022-01-10,8457,971,311.254,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",transformer,vision,"The “Roaring 20s” of visual recognition began with the introduction of Vision Transformers (ViTs), which quickly superseded ConvNets as the state-of-the-art image classification model.","high citation signal (8,457); influential citation signal (971); recognized venue","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR52688.2022.01167,https://www.semanticscholar.org/paper/177e957f5cd93229c9794ea652c646d2557b4a69,,10.1109/CVPR52688.2022.01167,2201.03545,,Computer Science,computer vision,citations=8457; influential=971; recognized venue; open PDF metadata; AI term matches=5
Vision and Multimodal Learning,10,51,17,2021,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions,"Wenhai Wang, Enze Xie, Xiang Li, Deng-Ping Fan, Kaitao Song, Ding Liang, Tong Lu, P. Luo, et al.",IEEE International Conference on Computer Vision,2021-02-24,5064,554,293.128,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",benchmark/dataset; transformer,vision,"Although convolutional neural networks (CNNs) have achieved great success in computer vision, this work investigates a simpler, convolution-free backbone network use-fid for many dense prediction tasks.","high citation signal (5,064); influential citation signal (554); open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/ICCV48922.2021.00061,https://www.semanticscholar.org/paper/8fb1c04dab87ca6c116495e4d03c46c9547e4ec3,https://arxiv.org/pdf/2102.12122,10.1109/ICCV48922.2021.00061,2102.12122,,Computer Science,computer vision,citations=5064; influential=554; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=6
Vision and Multimodal Learning,11,66,10,2020,"A Survey of Convolutional Neural Networks: Analysis, Applications, and Prospects","Zewen Li, Fan Liu, Wenjie Yang, Shouheng Peng, Jun Zhou",IEEE Transactions on Neural Networks and Learning Systems,2020-04-01,4237,103,273.762,"Vision research is increasingly organized around transformer backbones, self-supervised pretraining, segmentation/detection foundation models, and vision-language alignment. The strongest papers often combine large-scale data, reusable architectures, and transfer to multiple downstream tasks. Multimodal work is pushing vision beyond single-task recognition toward retrieval, grounding, robotics, and generative interfaces.","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints. Multimodal alignment may inherit biases and spurious correlations from web-scale data. High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",survey/review; transformer,nlp; vision,A convolutional neural network (CNN) is one of the most significant networks in the deep learning field.,"high citation signal (4,237); influential citation signal (103); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/TNNLS.2021.3084827,https://www.semanticscholar.org/paper/1de68f12db136526116c6ac7064fd13965f2c966,https://research-repository.griffith.edu.au/bitstreams/b17b55ad-283a-4b00-9c07-8688d8690e1b/download,10.1109/TNNLS.2021.3084827,2004.02806,34111009,Computer Science; Engineering; Medicine,computer vision; deep learning; natural language processing,citations=4237; influential=103; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=4; query hits=3
